track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri
Can You Hear Me Now?,Frank,Frank,Dreams and Fears of the Outside,0,23,1453,,2021-04-23,4:17,False,https://open.spotify.com/track/7JhknKydy7uqeMCwEajQMz,spotify:track:7JhknKydy7uqeMCwEajQMz
When Spring Comes - ROUNDTABLE REPRISE,FLAVOR FOLEY,FLAVOR FOLEY,CARDIAC CONTREPOINT,34,58,86412,vocaloid,2025-02-13,3:43,False,https://open.spotify.com/track/7qNTIjS2UTM7eW6sfapGEG,spotify:track:7qNTIjS2UTM7eW6sfapGEG
Onions,Cults,Cults,To the Ghosts,28,66,1242415,,2024-07-26,4:10,False,https://open.spotify.com/track/3XxZzksa9YpoYJX27YbggN,spotify:track:3XxZzksa9YpoYJX27YbggN
Cells,Cults,Cults,To the Ghosts (Deluxe Edition),23,66,1242415,,2025-09-12,1:44,False,https://open.spotify.com/track/3HNNYQuy4grU85pVxGW3Uh,spotify:track:3HNNYQuy4grU85pVxGW3Uh
Jesse,Frankie Cosmos,Frankie Cosmos,Vessel,27,55,342698,bedroom pop,2018-03-30,2:48,False,https://open.spotify.com/track/3nYrAmYeBgN4B56LDdrsQK,spotify:track:3nYrAmYeBgN4B56LDdrsQK
intro ⠀,awfultune,awfultune,layla,7,51,378527,,2020-07-28,1:55,False,https://open.spotify.com/track/7jvlgoKFl6oaWq3ERsU7t9,spotify:track:7jvlgoKFl6oaWq3ERsU7t9
Full Time Fool,Frank,Frank,Frank IV: Music (And Other Bad Habits),0,23,1453,,2014-10-28,4:40,False,https://open.spotify.com/track/0CkRwDsxZUjvBriT57bIF7,spotify:track:0CkRwDsxZUjvBriT57bIF7
Eat It Cold,Cults,Cults,To the Ghosts,18,66,1242415,,2024-07-26,4:19,False,https://open.spotify.com/track/3khWhenSDdFjqXq2w2v1pC,spotify:track:3khWhenSDdFjqXq2w2v1pC
eyes~,Corbon Amodio,Corbon Amodio,when the night ends,24,48,62974,,2025-07-11,3:27,False,https://open.spotify.com/track/4jTlIwyg9WkHxnGYAV5oBZ,spotify:track:4jTlIwyg9WkHxnGYAV5oBZ
Fiction,Frank,Frank,Frank IV: Music (And Other Bad Habits),0,23,1453,,2014-10-28,3:36,False,https://open.spotify.com/track/4ApVaaWIVyx0fCCQx18kG0,spotify:track:4ApVaaWIVyx0fCCQx18kG0
One Night,Palotree,Palotree,One Night,0,5,82,,2025-03-14,3:25,False,https://open.spotify.com/track/1POMvXDLwRD3EDt3Ed0UFl,spotify:track:1POMvXDLwRD3EDt3Ed0UFl
Mayday,"Dream, Ivory","Dream, Ivory",When You Come Back I Have So Much To Tell You,24,64,505147,,2025-07-18,2:45,False,https://open.spotify.com/track/4M31hxFShKCpms8dvmEn4a,spotify:track:4M31hxFShKCpms8dvmEn4a
Tiffany,Cults,Cults,To the Ghosts (Deluxe Edition),30,66,1242415,,2025-09-12,2:53,False,https://open.spotify.com/track/0RBVSpQEZUDs6ca4GO7McE,spotify:track:0RBVSpQEZUDs6ca4GO7McE
White Moon (iTunes Session Remix),Beach House,Beach House,B-Sides and Rarities,16,72,2782795,dream pop,2017-06-30,4:06,False,https://open.spotify.com/track/191swEYRkuDa6OM6cVtAl8,spotify:track:191swEYRkuDa6OM6cVtAl8
Golden Sunset Paradise,Palotree,Palotree,Island of Gold,0,5,82,,2024-02-19,4:27,False,https://open.spotify.com/track/09YBWZN18k7m5lQBMIwVn0,spotify:track:09YBWZN18k7m5lQBMIwVn0
Aftershook,Frankie Cosmos,Frankie Cosmos,Inner World Peace,31,55,342698,bedroom pop,2022-10-21,3:25,False,https://open.spotify.com/track/4AdD9JhtqFrMXrSXOQ2MGT,spotify:track:4AdD9JhtqFrMXrSXOQ2MGT
F.O.O.F.,Frankie Cosmos,Frankie Cosmos,Clean Weird Prone (Inner World Peace Deluxe),5,55,342698,bedroom pop,2023-04-25,2:08,False,https://open.spotify.com/track/3PsJDP8Tyn6P9kk7l6PwGI,spotify:track:3PsJDP8Tyn6P9kk7l6PwGI
