track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri
Linger,The Cranberries,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",85,79,5330072,,1993-03-01,4:34,False,https://open.spotify.com/track/0gEyKnHvgkrkBM6fbeHdwK,spotify:track:0gEyKnHvgkrkBM6fbeHdwK
Some Feeling,Mild Orange,Mild Orange,Foreplay,52,47,180437,,2018-04-18,3:17,False,https://open.spotify.com/track/0zWvxp7DQhbL3ZiqknVqBK,spotify:track:0zWvxp7DQhbL3ZiqknVqBK
"Sex, Drugs, Etc.",Beach Weather,Beach Weather,Pineapple Sunrise,80,69,986405,,2023-03-03,3:16,False,https://open.spotify.com/track/7MlDNspYwfqnHxORufupwq,spotify:track:7MlDNspYwfqnHxORufupwq
Aerials,System Of A Down,System Of A Down,Toxicity,83,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2001-09-04,3:55,False,https://open.spotify.com/track/4e9eGQYsOiBcftrWXwsVco,spotify:track:4e9eGQYsOiBcftrWXwsVco
Chop Suey!,System Of A Down,System Of A Down,Toxicity,85,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2001-09-04,3:30,False,https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN,spotify:track:2DlHlPMa4M17kufBvI2lEN
Sanctuary,Joji,Joji,Nectar,1,81,10400714,,2020-09-24,3:00,False,https://open.spotify.com/track/5F1ZmucV0uJY14y2dYKePa,spotify:track:5F1ZmucV0uJY14y2dYKePa
Die For You,Joji,Joji,SMITHEREENS,6,81,10400714,,2022-11-04,3:31,False,https://open.spotify.com/track/26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t
Before The Day Is Over,Joji,Joji,SMITHEREENS,1,81,10400714,,2022-11-04,3:33,False,https://open.spotify.com/track/7zBscbZUCr4jEABrfV9g03,spotify:track:7zBscbZUCr4jEABrfV9g03
Andromeda,Weyes Blood,Weyes Blood,Titanic Rising,66,60,556848,art pop; baroque pop,2019-04-05,4:40,False,https://open.spotify.com/track/51EMSRpNm9Rg5rGViVCczv,spotify:track:51EMSRpNm9Rg5rGViVCczv
Levitation,Beach House,Beach House,Depression Cherry,39,76,2771286,dream pop,2015-08-28,5:54,False,https://open.spotify.com/track/5icLsBPRCR8VkN1mMVzxDB,spotify:track:5icLsBPRCR8VkN1mMVzxDB
Dani California,Red Hot Chili Peppers,Red Hot Chili Peppers,Stadium Arcadium,79,86,23078616,funk rock; alternative rock; rock,2006-05-09,4:42,False,https://open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k,spotify:track:10Nmj3JCNoMeBQ87uw5j8k
Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Californication (Deluxe Edition),84,86,23078616,funk rock; alternative rock; rock,1999-06-08,5:29,False,https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox
Hanging Around,The Cardigans,The Cardigans,Gran Turismo (Remastered),37,72,1644083,swedish pop,1998-01-01,3:44,False,https://open.spotify.com/track/4O7CDNG0J4oDm7a0Nyw5nT,spotify:track:4O7CDNG0J4oDm7a0Nyw5nT
Solitude,M83,M83,Junk,49,74,2596818,,2016-04-08,6:03,False,https://open.spotify.com/track/49xgzcmtmEnsEDWSOMYWoD,spotify:track:49xgzcmtmEnsEDWSOMYWoD
Violent Pornography,System Of A Down,System Of A Down,Mezmerize,72,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2005-05-17,3:31,True,https://open.spotify.com/track/249Z7XT6mf8B2zuI0RaeS0,spotify:track:249Z7XT6mf8B2zuI0RaeS0
My Favourite Game,The Cardigans,The Cardigans,Gran Turismo (Remastered),72,72,1644083,swedish pop,1998-01-01,3:40,False,https://open.spotify.com/track/0Ui05Ov0s4PnRc4JI3Pilg,spotify:track:0Ui05Ov0s4PnRc4JI3Pilg
Hurt,Johnny Cash,Johnny Cash,American IV: The Man Comes Around,73,77,6874261,classic country; outlaw country; country,2002-01-01,3:36,False,https://open.spotify.com/track/28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh
Creep,Radiohead,Radiohead,Pablo Honey,91,89,13551592,art rock; alternative rock,1993-02-22,3:58,True,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r
Pontes Indestrutíveis,Charlie Brown Jr.,Charlie Brown Jr.,"Ritmo, Ritual E Responsa",68,78,9010903,brazilian rock; mpb; brazilian pop,2007-03-10,3:30,False,https://open.spotify.com/track/74Es0YAvJFbFCZ6ULMcydb,spotify:track:74Es0YAvJFbFCZ6ULMcydb
